The Leviathan	https://oldschool.runescape.wiki/images/thumb/The_Leviathan.png/124px-The_Leviathan.png
The Whisperer	https://oldschool.runescape.wiki/images/thumb/The_Whisperer.png/58px-The_Whisperer.png
Vardorvis	https://oldschool.runescape.wiki/images/thumb/Vardorvis.png/82px-Vardorvis.png
The Mimic	https://oldschool.runescape.wiki/images/thumb/The_Mimic.png/150px-The_Mimic.png
Hespori	https://oldschool.runescape.wiki/images/thumb/Hespori.png/74px-Hespori.png
Skotizo	https://oldschool.runescape.wiki/images/thumb/Skotizo.png/149px-Skotizo.png
Shellbane Gryphon	https://oldschool.runescape.wiki/images/thumb/Shellbane_gryphon.png/170px-Shellbane_gryphon.png
Grotesque Guardians	https://oldschool.runescape.wiki/images/thumb/Dusk.png/105px-Dusk.png
Abyssal Sire	https://oldschool.runescape.wiki/images/thumb/Abyssal_Sire.png/150px-Abyssal_Sire.png
Kraken	https://oldschool.runescape.wiki/images/thumb/Cave_kraken.png/150px-Cave_kraken.png
Cerberus	https://oldschool.runescape.wiki/images/thumb/Cerberus.png/150px-Cerberus.png
Araxxor	https://oldschool.runescape.wiki/images/thumb/Araxxor.png/170px-Araxxor.png
Thermonuclear Smoke Devil	https://oldschool.runescape.wiki/images/thumb/Thermonuclear_smoke_devil.png/121px-Thermonuclear_smoke_devil.png
Alchemical Hydra	https://oldschool.runescape.wiki/images/thumb/Alchemical_Hydra_%28serpentine%29.png/136px-Alchemical_Hydra_%28serpentine%29.png
Crystalline Hunllef	https://oldschool.runescape.wiki/images/thumb/Crystalline_Hunllef.png/150px-Crystalline_Hunllef.png
Corrupted Hunllef	https://oldschool.runescape.wiki/images/thumb/Corrupted_Hunllef.png/150px-Corrupted_Hunllef.png
TzTok-Jad	https://oldschool.runescape.wiki/images/thumb/TzTok-Jad.png/137px-TzTok-Jad.png
TzKal-Zuk	https://oldschool.runescape.wiki/images/thumb/TzKal-Zuk.png/138px-TzKal-Zuk.png
